报表日期,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20111231,19700101
单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6641.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
收到的其他与投资活动有关的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102646014.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
投资活动现金流入小计,851468245.3,3815734080,6699065317,4019460515,2063935305,2309929652,2163019505,1169858561,133196664.9,4075608115,1949434121,1505411746,680418432.8,2514448938,1895861591,1409429552,852336621.7,2224738477,1579633361,1164916655,309994509.9,1480106865,402100,401400,1400,7237321.35,96948.51,31748.51,0,904244.31,477584,426900,0,800000,8040088.53,0
购建固定资产、无形资产和其他长期资产所支付的现金,137141315.9,395263923.9,254382866.8,152139319,51002095.02,150142121.1,107432028.5,67919277.58,31176985.13,204857767.6,172786984.7,154255895.2,110119343,246761684.4,194500164.2,117913921.6,80802906.12,127213769.3,69014817.53,34191341.99,15165574.49,112020760.3,85444968.22,55552644.16,18455020.88,68196140.76,62877410.05,31350164.54,0,137010846.9,64460868.08,45240219.47,0,143239215,214191801.5,0
投资所支付的现金,2100000000,2569232553,7155000000,4489000000,1820000000,3322881924,2311620000,1741620000,858620000,4099278522,2462950000,1525750000,794950000,2742000000,1790629046,1555629046,955629045.5,3105161039,1749061039,973206062,304200000,2037220000,765140000,435040000,106000000,806260000,0,0,0,0,0,0,0,0,0,0
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0,0,0,0,0,0,0,0,55525520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
支付的其他与投资活动有关的现金,0,11070803.08,246709.02,0,0,0,0,0,0,0,0,0,0,103525.52,0,0,0,85579.8,500200,0,0,383174.66,0,0,0,98725395.29,0,0,0,0,0,0,0,0,0,0
投资活动现金流出小计,2237141316,2975567280,7409629576,4641139319,1871002095,3473024045,2419052029,1809539278,889796985.1,4304136290,2635736985,1680005895,905069343,3044390730,1985129210,1673542967,1036431952,3232460388,1818576056,1007897604,319365574.5,2149623935,850584968.2,490592644.2,124455020.9,973181536.1,62877410.05,31350164.54,0,137010846.9,64460868.08,45240219.47,0,143239215,214191801.5,0
投资活动产生的现金流量净额,-1385673071,840166799.6,-710564259.2,-621678804.3,192933209.7,-1163094392,-256032523.1,-639680716.8,-756600320.3,-228528175,-686302863.7,-174594149,-224650910.1,-529941792,-89267618.2,-264113415.4,-184095330,-1007721910,-238942695.6,157019050.9,-9371064.62,-669517070,-850182868.2,-490191244.2,-124453620.9,-965944214.7,-62780461.54,-31318416.03,-16865100,-136106602.6,-63983284.08,-44813319.47,-30650300,-142439215,-206151712.9,0
三、筹资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吸收投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200000,0,0,0,834345040,833845040,830345040,0,6750000,6750000,2250000,0,4500000,0,0
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200000,0,0,0,8450000,7950000,0,0,6750000,6750000,2250000,0,4500000,0,0
取得借款收到的现金,0,361600000,347557620,150005531,5501,0,0,0,0,20000000,20000000,0,0,150917611,150917611,150878821,0,11321,0,0,0,300026992,8680,0,0,0,0,0,0,0,0,0,0,0,0,0
发行债券收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
收到其他与筹资活动有关的现金,0,0,0,0,0,0,0,0,0,704504.05,704322.84,704322.84,398597.77,14960026.92,8745678.61,7655593.73,3961071.13,157206743.2,154227997.2,4112714.11,100807.62,19590803.18,700487896.1,700487896.1,8558.84,17160111.09,0,15000000,0,15000000,0,15000000,0,0,0,0
筹资活动现金流入小计,0,361600000,347557620,150005531,5501,0,0,0,0,20704504.05,20704322.84,704322.84,398597.77,165877637.9,159663289.6,158534414.7,3961071.13,157218064.2,154227997.2,4112714.11,100807.62,321817795.2,700496576.1,700487896.1,8558.84,851505151.1,833845040,845345040,0,21750000,6750000,17250000,0,4500000,0,0
偿还债务支付的现金,350000000,0,7620,5501,0,20000000,20000000,0,0,0,0,0,0,150917611,150917611,50878621,0,300022855,300000000,300000000,0,15458,8719.35,0,0,0,0,0,0,0,0,0,0,0,40000000,0
分配股利、利润或偿付利息所支付的现金,963125,520735910,514016168.6,311944716.1,0,415696009.7,413786707.8,413786707.8,0,315209179.5,318012259.6,318012259.6,70000,244404986.8,237296607.2,237296607.2,0,205738008.3,205738000,205738000,0,195702050.6,195702000,195702000,0,207000000,207000000,207000000,0,207000000,207000000,207000000,0,148500000,256602552.4,0
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,1060926.34,0,0,0,0,0,0,0,4651089.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
支付其他与筹资活动有关的现金,0,231644.36,0,0,0,171689.09,0,0,0,123556.87,123556.87,123556.87,0,1203693.68,150260115,150260115,150000000,3710074.05,17973328.2,15710074.05,0,4750000,210259258.3,210259258.3,0,7691427.2,6994427.2,1761427.2,0,15000000,0,0,0,15000000,0,0
筹资活动现金流出小计,350963125,520967554.3,514023788.6,311950217.1,0,435867698.8,433786707.8,413786707.8,0,315332736.3,318135816.5,318135816.5,70000,396526291.5,538474333.2,438435343.2,150000000,509470937.4,523711328.2,521448074.1,0,200467508.6,405969977.6,405961258.3,0,214691427.2,213994427.2,208761427.2,0,222000000,207000000,207000000,0,163500000,296602552.4,0
筹资活动产生的现金流量净额,-350963125,-159367554.3,-166466168.6,-161944686.1,5501,-435867698.8,-433786707.8,-413786707.8,0,-294628232.3,-297431493.6,-317431493.6,328597.77,-230648653.6,-378811043.6,-279900928.5,-146038928.9,-352252873.2,-369483331,-517335359.9,100807.62,121350286.6,294526598.5,294526637.9,8558.84,636813723.9,619850612.8,636583612.8,-46480000,-200250000,-200250000,-189750000,15000000,-159000000,-296602552.4,0
四、汇率变动对现金及现金等价物的影响,0,-132787.32,0,0,0,-23856.18,0,0,0,223.35,0,0,0,6785.32,5.4,5.4,100.03,-138.98,63.29,-4.01,105.57,5419984.17,3996450.46,-87124.88,374314.29,-1274604.71,0,0,0,0,0,0,0,0,0,0
五、现金及现金等价物净增加额,-1203734939,1799434249,-226172465.8,-809608597.7,-43481729.94,-291595507.4,-139382595.1,-755039140.2,-810915152.5,597855594.8,-193153633.5,-96885419.32,-75303275,240695176.5,223979124.5,-69980313.26,-136007882.4,-435408661.2,-23880665.6,59356164.11,252079801.2,159468656.7,-103816897.6,80455469.87,99636652.18,142855029.7,868535768.5,736113982.5,-58173400,158885675.6,70511129.88,-107204175.3,25379000,435549304.7,-71848933.74,0
加:期初现金及现金等价物余额,3394940740,1595506491,1595506491,1595506491,1595506491,1887101999,1887101999,1887101999,1887101999,1289246404,1289246404,1289246404,1289246404,1048551228,994813721.9,994813721.9,994813721.9,1430222383,1434222383,1430222383,1430222383,1270753726,1270753726,1270753726,1270753726,1127898697,1142898697,1127898697,0,969013021.1,984013021.1,969013021.1,0,533463716.4,605312650.1,0
六、期末现金及现金等价物余额,2191205801,3394940740,1369334026,785897893.8,1552024761,1595506491,1747719404,1132062859,1076186846,1887101999,1096092771,1192360985,1213943129,1289246404,1218792846,924833408.6,858805839.5,994813721.9,1410341717,1489578547,1682302184,1430222383,1166936829,1351209196,1370390379,1270753726,2011434465,1864012679,0,1127898697,1054524151,861808845.8,0,969013021.1,533463716.4,0
附注,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
净利润,0,1566907818,0,1019502883,0,1458119286,0,1072617737,0,1150740898,0,856349095.8,0,895368324.4,0,649204027.6,0,753456162.9,0,530610919.9,0,682514771.7,0,466884371.8,0,642066223.8,0,457548989.9,0,680110305.2,0,488090091.1,0,676375479.4,533150595,0
少数股东权益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
资产减值准备,0,0,0,0,0,26671062.81,0,-734996.88,0,25445075.53,0,236373.96,0,5267550.99,0,-90857.39,0,890086.86,0,95601.68,0,771124.22,0,1237230.53,0,741527.45,0,1000735.39,0,-131814.14,0,353762.04,0,-89117.79,659452.98,0
固定资产折旧、油气资产折耗、生产性物资折旧,0,98499781.52,0,49164199.36,0,87256723.96,0,39026817.21,0,74660993.85,0,32258448.9,0,69997386.24,0,32653582.96,0,63784304.24,0,31152258.92,0,57364557.18,0,27471992.46,0,49866942.73,0,24352870.58,0,46367097.61,0,23388115.22,0,37102092.54,24545424.44,0
无形资产摊销,0,8512489.96,0,4149579.93,0,8259722.81,0,3760092.26,0,9226717.28,0,4936910.2,0,21496401.94,0,13802898.9,0,26056882.42,0,12751032.48,0,23860087.11,0,11373749.04,0,22652207.31,0,11290703.86,0,21692051.69,0,10719292.56,0,21390954.62,20730118.73,0
长期待摊费用摊销,0,4266597.16,0,2461224.89,0,8015216.77,0,3233471.83,0,3954588.15,0,3488337.19,0,7880246.85,0,6112423.74,0,1919552.08,0,0,0,47043.81,0,0,0,6404.36,0,163500,0,823894.5,0,434533.32,0,869066.64,569316.64,0
待摊费用的减少,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,0,6622629.8,0,-169911.51,0,3361.44,0,-1551.26,0,0,0,0,0,-778018.81,0,-255811.55,0,449843.85,0,68480.58,0,745312.71,0,19249.28,0,87023.05,0,12026.37,0,687084.62,0,200792.35,0,0,-1269629.29,0
固定资产报废损失,0,0,0,151281.28,0,129680.15,0,35347.89,0,929399.08,0,911689.94,0,574665.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
公允价值变动损失,0,-147331308.7,0,-10617273.63,0,-144352921.6,0,-8523260.99,0,8781790.07,0,-3972371.72,0,-2043463.55,0,0,0,0,0,0,0,201677.96,0,-1266537.59,0,-201677.96,0,0,0,0,0,0,0,0,0,0
递延收益增加（减：减少）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
预计负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
财务费用,0,6667447.29,0,1164421.67,0,673939.51,0,-25108667.12,0,239963.91,0,-23006947.43,0,1555144.57,0,-8085593.73,0,2263262.48,0,-4550973.01,0,-1075329.72,0,-14443755.34,0,-885506.38,0,0,0,0,0,0,0,0,840207.82,0
投资损失,0,-296694253.7,0,-92651091.06,0,-173161841.6,0,-80980289.86,0,-173975530.3,0,-96837994.39,0,-100973958.6,0,-43665851.72,0,-70684646.69,0,-6307841.1,0,-63934350.85,0,-13460000,0,-725744.02,0,0,0,-400000,0,0,0,-800000,0,0
递延所得税资产减少,0,7933639.67,0,60662624.33,0,-26527124.98,0,25773711.22,0,-21400532.72,0,-10883376.16,0,-13242125.73,0,6527891.86,0,-27576774.16,0,3223714.64,0,-26512990.62,0,787874.95,0,-5396907.13,0,3383158.35,0,-4371012.17,0,26913277.66,0,-26720345.92,-4948179.48,0
递延所得税负债增加,0,29343757.61,0,-278284.33,0,32592149.12,0,2130815.24,0,2195447.52,0,-181907.07,0,510865.89,0,-425000,0,10787500,0,0,0,0,0,367053.89,0,0,0,0,0,0,0,0,0,0,0,0
存货的减少,0,-452982151.2,0,91693643.18,0,-183296831.7,0,131795986,0,-263609056.8,0,86359541.58,0,-189580213.6,0,30127558.01,0,-131831625.7,0,-8854697.89,0,-127002003.2,0,-1101544.38,0,-110267511.7,0,18132340.5,0,-185861193.2,0,19039625.84,0,-181203399.5,-130077926,0
经营性应收项目的减少,0,83374557.13,0,-90299295.46,0,12141113.11,0,-58466754.33,0,-7493001.68,0,-36585895.83,0,-8275768.6,0,20070424.09,0,-9164216,0,36781346.42,0,32473049.97,0,24896871.83,0,5821266.29,0,-51509600.53,0,-3259886.29,0,12109960.35,0,-19975367.17,-161737554.5,0
经营性应付项目的增加,0,201192235.2,0,-1062478641,0,200866904,0,-806130173.8,0,311315026.4,0,-417931681.7,0,313521798.7,0,-231941667.7,0,304215929,0,-175297365.5,0,122762505.7,0,-226559355.4,0,-130504122.6,0,-333525938.8,0,-60414249.57,0,-453890306.3,0,229049156.9,148443505.2,0
已完工尚未结算款的减少(减:增加),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
已结算尚未完工款的增加(减:减少),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990000,0,0
经营活动产生现金流量净额,0,1118767791,0,-25985107.28,0,1307390440,0,298428284.4,0,1121011779,0,395140223.3,0,1001278837,0,474034025.1,0,924566261.3,0,419672477.1,0,702215455.9,0,276207201.1,0,473260125.2,0,130848785.7,0,495242278.2,0,127359144.2,0,736988519.7,430905331.6,0
债务转为资本,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
一年内到期的可转换公司债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
融资租入固定资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
现金的期末余额,0,3394940740,0,785897893.8,0,1595506491,0,1132062859,0,1887101999,0,1192360985,0,1289246404,0,924833408.6,0,994813721.9,0,1489578547,0,1430222383,0,1351209196,0,1270753726,0,1864012679,0,1127898697,0,861808845.8,0,969013021.1,533463716.4,0
现金的期初余额,0,1595506491,0,1595506491,0,1887101999,0,1887101999,0,1289246404,0,1289246404,0,1048551228,0,994813721.9,0,1430222383,0,1430222383,0,1270753726,0,1270753726,0,1127898697,0,1127898697,0,969013021.1,0,969013021.1,0,533463716.4,605312650.1,0
现金等价物的期末余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
现金等价物的期初余额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
现金及现金等价物的净增加额,0,1799434249,0,-809608597.7,0,-291595507.4,0,-755039140.2,0,597855594.8,0,-96885419.32,0,240695176.5,0,-69980313.26,0,-435408661.2,0,59356164.11,0,159468656.7,0,80455469.87,0,142855029.7,0,736113982.5,0,158885675.6,0,-107204175.3,0,435549304.7,-71848933.74,0
