报表日期,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,20000630,19991231,19981231,19700101
单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
销售商品、提供劳务收到的现金,6447302776,17181826402,11444778962,6282235241,2709764364,18483174163,12252950016,8152078439,4158279599,14828436081,10773155654,6169305543,3578692237,12421322558,8756602987,5478001899,2314332196,7895095980,6504785550,4653539842,2501355026,6308309785,4660649224,1693798001,1233484640,7810551169,6436089577,4844155507,2718199035,9680978124,8393364533,6145949706,3219080358,14105278240,10974914225,7418151546,3214714018,9690062543,6086907622,3853515806,1829267249,5453850551,4196150082,2625579812,1524376460,5104500250,3480886976,2449562652,1198866113,4415442496,3406208687,2445233813,1251010618,3291982482,2517762312,1603965532,884115177.6,2178044775,1574096748,1143082038,532769475.3,1965209397,1234370184,859650111,468000856.7,1742341991,1181831519,812642841.9,426910146.6,1437799974,951307768.1,634371843.1,309878781.2,1283346746,615122594.2,1205847965,557543767.1,1099920838,487774338.6,1185250303,974432694.8,0
收到的税费返还,158646.02,4409523.82,4282301.19,3846942.76,2984693.31,5043369.84,3799803.96,1532457.12,202489.92,5786338.67,4013982.75,2225286.6,525757.5,0,0,0,0,3766167.84,226411.2,226411.2,0,0,816873.09,262882.77,241698.15,0,1139743.95,824244.45,395659.05,24461.53,221699.7,75887.85,0,0,60983.66,0,0,1231595.1,1464088.75,302950,0,73918.06,73918.06,73918.06,73918.06,736815.19,804629.06,682011.02,464873.53,731381.85,74284.99,74284.99,0,521754.7,531671.37,531671.37,0,416855.15,0,0,0,0,0,0,0,0,0,0,0,175775.59,175775.59,187644.1,0,4935.78,4935.78,102265349.6,60085349.59,47679531.46,1573925.64,42201271.85,17000000,0
收到的其他与经营活动有关的现金,115758781.4,536706593.9,343830118.8,218878679.4,145217970.2,628136779.7,310987560.3,219496516,64604699.81,482593561.9,289818715.7,215616426.2,15287181.74,244192652.1,142361179.1,80414840.24,33064356.8,183063910.4,73208183.89,47071242.42,33741988.34,315818639.6,272623683.5,208465745.4,43508023.82,303819470,217124076.8,154422840.1,69341167.29,269972709,40093756.83,31282942.97,24134552.03,199884448.1,42295653.97,27639588.32,24487614.98,83860342.79,28231434.65,23505227.77,27342767.92,81303967.53,21570563.86,8549970.93,23802332.72,38172172.41,43588779.08,16009048.6,8839725.63,27484612.31,34894539.81,25513254.17,539960.77,44266384.82,365335115.7,39090872.72,18712090.02,30173766.99,27818806.6,22264587.63,32122900.33,17097078.46,29465099.75,26138930.97,12125161.9,28565751.11,48642406.86,9403904.35,15124954.61,22266949.38,68996460.21,3237723.22,606660.04,6546558.23,3910469.76,56572554.13,13209803.95,3605326.9,1041418.14,50961908.13,64914816.64,0
经营活动现金流入小计,6563220204,17722942520,11792891382,6504960863,2857967027,19116354313,12567737380,8373107412,4223086788,15316815982,11066988352,6387147256,3594505176,12665515210,8898964166,5558416739,2347396553,8081926058,6578220145,4700837496,2535097014,6624128425,4934089780,1902526629,1277234362,8114370639,6654353397,4999402592,2787935862,9950975295,8433679989,6177308536,3243214910,14305162689,11017270863,7445791134,3239201633,9775154481,6116603145,3877323984,1856610017,5535228437,4217794564,2634203701,1548252711,5143409238,3525280384,2466253711,1208170712,4443658491,3441177512,2470821352,1251550579,3336770621,2883629100,1643588076,902827267.6,2208635397,1601915554,1165346625,564892375.6,1982306475,1263835284,885789041.9,480126018.6,1770907743,1230473926,822046746.2,442035101.2,1460242699,1020480004,637797210.4,310485441.2,1289898240,619037999.8,1364685869,630838920.7,1151205696,490389682.4,1278413483,1056347511,0
购买商品、接受劳务支付的现金,2604353042,3935832839,2695233461,1510115362,794862329.5,5306328781,2759299911,2049373924,977212309.9,3826697227,3076685918,2289575684,869525339.5,3779045427,2883253042,1567927681,764479823.6,1812517048,2044144599,1386536265,814948490.3,4259266084,2963118940,1903567105,934478745.8,4083637940,3218792100,2411740843,1261471230,4265793329,3906794947,2612855607,1323310889,5137880204,3981274008,2480008805,1042831269,3081432716,2171966936,1343225322,430461061.4,2285436772,1451077054,1089321421,673434077.9,2314053280,1219355573,895821256.8,398754129.1,2175584189,1659560722,1245372934,876650685.1,1050412413,737402187.4,736836434.9,465974870.4,982551363.1,697383158.6,571984352,243772616.4,979435165.6,539244075.4,406522046,178055643.1,869793805.1,627285110.9,441994834.5,219120169.3,633526340.5,448416640,245747012.5,107390353.5,542739988.1,324200602.5,552425129.7,249901297.6,456893594,157259469.8,515519402,420689590.4,0
支付给职工以及为职工支付的现金,335972928.2,798605373.4,590627848.8,433219103,290931958.7,765303405.3,589812250.4,457570946.9,258061943.4,569194842.3,389653758.4,297445353.6,183913862.2,403853839.9,290964462,224142556.8,151418932.4,284703518.5,220748334.8,153701727.8,105399352.9,229007593.2,156081920.6,113639275.1,79180883.49,225184999.1,120187377.8,90572303.72,66814043.39,263676190.6,142978857.9,108573467.3,78578790.49,237184243.6,147022726,118383866.1,72262848.32,201785777.6,151536653.1,94453569.55,39475220.88,234866610.8,134824086.5,72240027.56,38017376.46,163263320.1,78831543.37,47052097.15,25019796.98,137375343.5,79234971.47,60629352.23,41375015.82,109211076.5,90917782.19,61238113.49,33043078.78,99337768.33,60135568.51,41311495.02,31932036.94,61640292.45,43606244.93,27667249.19,18207553.17,67179389.02,43667656.67,34389802.56,19497963.69,66085951.12,44123229.53,33504431.63,20437017.65,124086428.8,43197430.87,108843620.5,54311472.73,82151349.79,48123333.89,94219443.79,72074488.87,0
支付的各项税费,1814051072,5241424783,4305861310,2718765468,1490541546,4932650062,3885185716,3080471348,1533638412,3545440004,3364877972,2569796345,1450316554,2544604492,2143499583,1530428208,866455949.5,2090602537,1394276737,954550384.5,587444398.2,1234920541,900121581.3,579524881.7,318681128.9,1485797718,1151689687,897220038.5,304726811.2,3631751726,2901005029,2458962749,1513872453,3582818502,3133722296,2392705470,1457279870,2199556056,1586188825,1412399756,872062509.2,1395661462,1260436871,762066212.9,548115581.6,1232928980,860668163.9,519279959.1,274183588.8,949310208.4,672237116.6,473298598.7,198250737.9,662009930.1,454654107.2,380087183.7,213255878.5,475118834,395408187.6,265566187.1,176705152.8,347268958.4,203397590.7,126390362.3,67514246.77,263819412.4,175338987.3,92011924.4,55932282.59,329708358.5,190205891.2,137630333.3,46283076.79,381883243.8,208212039.7,328203319.2,134974053.1,371813737.7,143189478.3,351929459.5,306038385,0
