报表日期,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,20000630,19991231,19981231,19700101
单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
销售商品、提供劳务收到的现金,5159863965,13594921471,10328491977,7395663886,3784002953,13463146531,10431326779,7472072630,5662852729,8694379460,5751881419,3812601073,2151235338,5968803592,4375722453,2685692483,1326726934,4459354327,3335812040,2157440280,1101030411,4031638089,3096780087,2172318565,1168149947,4186494449,3453485422,2534659480,1517090581,5708740540,4426943191,3282959434,1821986802,6965635844,5224682484,3702529064,1872394224,5537705168,3972159247,2758319192,1518206951,3856992824,2713117958,1600735660,985884361.8,2438659686,1865806801,1146842299,732546141.2,2114056156,1631737749,986164928,472870219,1569112941,1467820692,944332577.3,532583932.1,1664541073,1264245492,862078776.2,465523382.7,1112014412,789472224.1,581761750.4,313015475.6,879686699.6,610906181.2,418504077.1,224282750.9,629035040.9,455984356.7,353788348.9,200187775.8,613841527,239902752.4,507501611.9,199432051.6,389389241.3,188827159.2,273866956.6,297218014.5,0
收到的税费返还,7405372.66,24172281.32,19373804.43,19373804.43,0,2141315.94,0,0,0,0,0,0,0,0,0,0,0,0,140903.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4536.89,4536.89,4536.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.5,10770000,0,4220756.83,558.45,1117000,555000,0
收到的其他与经营活动有关的现金,52596458.49,139807486,133238524.9,50398087.91,50276065.92,63317086.87,127259656.8,62652934.21,37926249.45,139665399.4,101155036.3,62022451.54,30413279.46,195791498.4,84171548.78,50917887.08,24165779.6,167888519.1,53059492.93,40085509.2,11536441.22,70880931.88,28642646.92,29745578.21,9048630.52,90738809.73,59732145.85,25574708.39,9236843.77,121128384.6,85351552.66,69661254.67,18602654.22,102133177.3,90914189.08,60285374.32,30901272.82,30442150.41,62522341.64,54360345.17,35410713.48,33694748.74,33730830.53,23847752.12,14676808.73,40302617.69,30791970.99,20759538.33,9750565.39,56565263.2,56777657.02,34752584.58,8001218.68,21202425.53,10067697.84,2192848.58,2809068.31,15730569.55,9636486.03,6454417.63,1880181.64,12217564.18,11900362.59,8893702.06,6563175.35,12624203.18,18078320.76,30464490.9,8926165.05,24558991.61,23035675.4,18370710.96,15226599.76,14465686.01,166789666.6,68427.38,32735216.13,12292537.82,3524436.68,38297.61,308206.13,0
经营活动现金流入小计,5219865796,13758901238,10481104307,7465435779,3834279019,13528604934,10558586436,7534725564,5700778979,8834044860,5853036455,3874623525,2181648617,6164595091,4459894001,2736610370,1350892713,4627242846,3389012436,2197525789,1112566852,4102519021,3125422734,2202064143,1177198577,4277233259,3513217568,2560234188,1526327425,5829868924,4512294743,3352620688,1840589456,7067773559,5315601210,3762818975,1903295497,5568147318,4034681589,2812679537,1553617665,3890687573,2746848789,1624583413,1000561171,2478962303,1896598772,1167601837,742296706.6,2170621419,1688545406,1020917513,480871437.7,1590315366,1477888390,946525425.9,535393000.4,1680271643,1273881978,868533193.9,467403564.4,1124231976,801372586.7,590655452.5,319578650.9,892310902.8,628984501.9,448968568,233208916,653594032.5,479020032.1,372159059.9,215414375.5,628307213,406692469.5,518340039.3,232167267.8,405902535.9,192352154.3,275022254.2,298081220.6,0
购买商品、接受劳务支付的现金,1035322889,4148951099,2906753427,2409355570,1185085643,3463374477,3029755276,1901138067,833170987.5,3211461039,1741076194,1166916029,527517832.3,1420190834,832547336.1,542754107.1,306105145.1,1110119403,719034870,515193769.5,265491324.3,1003125466,687955966.1,467213945.9,249362800.7,1062378236,657922802.8,524813996.3,296752611.9,1868863436,1388360443,1081582857,585990711,1653079586,1191268497,836990785.1,396173436.7,1197746012,1017521952,640996174.8,271904851.1,819470789.6,627722602.2,408411479,284272134.8,484766424.4,324581444.5,211864247.6,93752881.92,379162023.2,235162755.4,130505407.7,50357201.47,344998624.2,386825031.8,182986395.7,115106220.5,320226661.8,191374998.2,163862692.4,76409900.98,246262376.4,134562320.4,101399455.6,45639737.54,172302559.1,111942432.4,84214066.87,40512063.1,147043618.4,98475321.44,99023716.97,44643643.1,135759152.2,37125944.91,106571291.5,41740077.08,73214099.93,31159819.04,70926300.49,89061623.76,0
支付给职工以及为职工支付的现金,947442537.6,2197862352,1539974130,1117410418,774290596,1462368306,854896323.9,545135769.5,264779840.6,1235524672,0,392824215.3,202787912.4,974640435.4,535068702.2,372864446.5,219378627.7,765580529.7,547401426,329528658.2,140441275.6,798204548,497781715.3,307851853.1,180533613.4,710212002.7,437015285.8,359382575,214761820.7,715805902.5,463210178.3,304609389.1,140445397.1,632552808.1,353194049.9,253368875.9,143217128.8,433239843.4,219721607.7,138758373.4,81461923.94,387818004.1,195664597.1,135291743.2,79580414.29,188116677.2,144405648.7,104736421.1,71184936.21,159018900.9,133674753.1,95243739.21,60428631.36,155639227.7,94040359.89,67614480.83,33735693.06,131237931.2,79477195.53,56734949.36,30935732.92,86976166.83,55667526.98,36199061.59,12289740.33,68379747.16,39338857.14,27081597.86,9977428.92,64875273.89,38715025.88,20833874.79,9786180.64,53255608.71,16950296.82,57027576.18,19975430.57,44851382,25587484.54,36496565.66,33531345.38,0
支付的各项税费,2743698663,4733990923,3761660495,2506552064,1631495509,4645670172,3956033760,3112677042,1860743306,2837977138,2731345335,2079532146,1111567116,2460282165,1906586102,1429641647,752136041.2,1701070294,1294769037,1030629687,543680930.6,1387871881,1108730199,810283878.6,509557229.5,1551113285,1273633553,964031595.5,537614797.1,2312662745,1888277501,1496987414,730395426.4,2726612089,2182429478,1615539509,880921107.6,1535063516,1360511327,927379787.7,477790988.3,1132942593,876792154.5,624055249.4,338591425.2,937469002.8,717433197.7,463243927.6,274616690.1,712280211.8,496084617.8,345406449.5,179385341.1,756600663.8,414506085.4,312679095.1,165270245.1,606651329,433675101,360612994.9,182795470,484751587.2,353804344.9,254465553.9,145200667.3,371946654.3,234555676.3,156670640.1,92103157.73,259534101.1,190242457.5,143670756,104829959.4,238337843.6,149620916.7,190912889.2,95036785.9,162482713.3,88883768.89,92577086.99,108343627.2,0
