报表日期,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19700101
单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
销售商品、提供劳务收到的现金,21065891919,62667576570,38577280257,28614032642,12687016441,63111448368,42324123607,27964523311,17697564959,46031388431,26438870647,17210556067,10414204005,35753619516,21956722427,14461279629,7704893441,33044819191,22848292298,13621985528,6669657116,26084485452,17113243342,11274169524,6643981136,20235325675,11551516446,6808791794,3056755228,24903786975,15709598753,13382599511,7497844122,33004835030,22385089219,14904132971,7546157733,27452271743,19617249638,14814609218,7250396503,20906767904,14764269104,10305670772,6279541660,15120503779,10662239557,5757870692,3327773776,9514523471,7737637683,5581977963,3270367292,9077978285,7482745344,5366520738,3434142453,8308499134,6846470639,5400121124,3209773564,7654896805,5174946730,3753673164,2619731570,7130255310,5079790915,3173004974,2556165698,7601920157,5329435053,3663232080,2167347769,6083365395,3225084577,6103076703,2920363107,4451137428,2793944165,4315335173,1971268435,3260216380,0
收到的税费返还,3986400,56724988.21,27017351.36,14794151.36,0,29278082.3,18883922.3,15406322.3,3317520,17688897.86,4336017.86,4336017.86,4336017.86,50151825.93,25329875.74,16181591.06,7978813.93,35161976.57,31695416.57,22259999.93,16245833.28,14914536.35,14979748.72,6552453.04,1104254.27,18420248.68,13682250.86,7082250.86,2599334.2,33140174.72,18462015.22,13274521.37,7945825.75,40083712.98,27612835.68,19950161.39,10788489.76,41742269.28,38486839.75,17626764.74,6058803.09,40882192.09,23974369.92,15150165.02,4972922.35,26966485.6,22612069.5,17580789.59,937171.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34386760.77,34386760.77,216462400,50000000,134700000,166880488,148258159,4715046,0,0
收到的其他与经营活动有关的现金,332660108,2243660436,1564694542,835788915.4,428989260.8,1463776631,1262399152,561348084.3,297770126.8,1237237895,1056252659,537203911.6,245110857.3,1271650790,925030795.9,482470937.3,311400709.6,854825585.6,955871690.3,467033372.9,297019187,692873442.8,728178857.9,503670788,231456971.8,938546510,855016550.8,576585143.9,379796280,1027600436,1023914072,537659163.8,231968383.8,838173591.6,1580286711,539663125.5,299034548.7,289926526.6,505846867.3,334424739.1,323689665.7,252083597.2,399327083.7,283420290.9,265635059.3,257024052.3,675262789,185994312.1,58462235.7,161494811.9,155754415.7,88358418.77,63927624.47,74197514.55,88101606.72,175543802.5,114133455.6,66164474.52,42581553.17,19012719.51,14464888,56494570.98,401103796.3,62828541.53,15687181.65,34251992.8,42057307.48,29844781.33,1927215.29,47859090.17,32960694.73,25045953.91,18175086.09,76771917.45,62115605.49,58314135.88,42510574.99,99640595.35,49538543.38,58235656.22,0,11277019.84,0
经营活动现金流入小计,21402538427,64967961994,40168992150,29464615709,13116005702,64604503081,43605406681,28541277718,17998652606,47286315225,27499459324,17752095996,10663650880,37075422132,22907083099,14959932158,8024272964,33934806754,23835859405,14111278901,6982922137,26792273431,17856401949,11784392765,6876542362,21192292434,12420215247,7392459188,3439150843,25964527586,16751974840,13933533196,7737758332,33883092335,23992988765,15463746258,7855980772,27783940538,20161583345,15166660722,7580144972,21199733693,15187570558,10604241227,6550149642,15404494317,11360114416,5961445794,3387173183,9676018283,7893392098,5670336381,3334294916,9152175800,7570846951,5542064541,3548275908,8374663609,6889052193,5419133844,3224238452,7711391376,5576050526,3816501705,2635418751,7164507303,5121848222,3202849755,2558092913,7649779247,5362395748,3688278034,2185522855,6194524073,3321586944,6377853239,3012873682,4685478023,3010363197,4521828988,1975983481,3271493400,0
购买商品、接受劳务支付的现金,2538343135,17340551154,7161972511,5429345271,2140990114,16858330333,6837695762,4612616298,2085923984,13866014356,5630219820,4107343274,2212969075,12623099403,4416529917,2954674111,1571495566,9565959989,3705764935,2804626998,1827172284,8602256449,3275567294,2513768863,1310781377,8040615495,3411204955,2402816379,1463571896,9279412931,4800617698,4165377197,1847958176,10788665683,5916333537,3922537608,1857139199,7495207406,4447497639,3728086655,1097321485,5101181751,4325790759,2826768534,1574718845,3522042234,1720014463,1430040146,727847354.2,3537850736,2576052978,2088015197,929687468.6,3186991994,2338654628,1772072329,1284285752,3177920435,2675314362,2097056972,1373776255,3401894304,2339282983,1581714943,1421426412,3552113514,2418032423,1345858599,986485069.9,4046294344,2937827447,2177238023,1401238483,3043769646,1740738432,3016920514,2051145541,1649542123,1475355683,2433955539,803769691.7,1631733153,0
支付给职工以及为职工支付的现金,2862437572,5740856055,4584204124,3488477427,1843635459,5633645226,4351646469,3023786794,1965410865,4824010398,3733232036,2683558317,1285809156,3494598459,2664960126,1730371896,1000142664,3198746989,2358857411,1660122902,995029152.7,2874978784,2129670825,1486277673,827733469.9,2849896874,1957459192,1456678994,840657709.5,2748658533,2106734409,1540254145,917218400.2,2539978448,1952507680,1355459367,784852173,2209763986,1599503135,1103501645,641523243.6,1728275530,1180635798,774395320.5,467889233.9,1127353034,809161568,542063576.4,240341151,895049489.4,533371382.7,361797960,183690733.5,692192269.2,441617770.3,315203870.4,151419285,454799729.9,366627838.7,238290046.2,177155770,394335450.8,237515713.7,144405328.5,80491465.72,326198256.2,254805942.8,180412266.9,99637912.87,313077096.4,196078925.2,128449800.1,67342713.36,204368272.6,113574766.6,217456545.5,77830024.31,122400330.2,66239313.93,98903039.35,45109648.34,97413638.55,0
支付的各项税费,9341173088,23227933861,21224900122,17213295648,9167773151,15634936300,13591161940,10788147009,5142115312,13308818524,12154156689,8826830083,4111252309,9102235873,7814824937,5843190467,2861340911,7276097906,5446477487,4172326226,2793153484,6660468212,5074558316,3584299374,2332702516,7273342172,5882388696,4193417868,2712904946,8864027685,7191947387,5268837188,3067936655,9072901624,6858259966,4956585552,2826509809,5860930835,5147892997,3448590507,2234923817,4414637566,3792736959,2875567466,1686890449,3165458270,2403575335,1614090862,812596078.3,2155455748,1755768802,1293470848,748414407.6,2551496897,1861857843,1318385062,722985175.2,2219507759,1776105214,1471201295,440002895.4,1633381762,1223280247,748545955.6,351699322.4,1398943969,981124802.9,629073894.8,313680056.1,1251349424,978083130.7,695200861.1,320771664.8,1241805381,587624578.3,1007765568,448828084.3,1127727669,585631833.7,598548348.3,404518929.9,661802689,0
支付的其他与经营活动有关的现金,1155109530,3960293331,3254443759,2165364659,1165397956,3365519181,2633579856,1750914988,878632526.6,2970112912,2104980745,1537717304,655591797.1,2089312574,1917602721,1267003987,747681156,2197241300,1762369278,1162960545,608050271.4,1963501536,1666834849,1083432347,472902115.1,2233872248,1923053837,1166360354,623741769.9,3613517680,2338696389,1461277583,767933225,2731879495,2717658391,1281559133,705835809.7,2685015387,2194749622,1476675745,1241473108,2252518561,1097617340,988849756.9,682026597.4,1535631117,1582122191,491899583.9,378910720.5,1115025759,1171062586,730260164.2,300555938.2,1055948696,838870691,536515197.9,333787415.7,1186165317,878596504.5,722662290.2,444876365.6,1029062191,968030584.3,628545945.2,370991670.7,1065558169,621913030.1,374049614.1,198810398,994399139.8,453926469.1,363245839,162638167.4,651290055.6,366017589.9,1062522670,175228172.6,490812117.2,355966903,491975165.9,286306337.8,521538460.9,0
经营活动现金流出小计,15897063325,50269634401,36225520515,28296483005,14317796679,41492431040,27414084027,20175465089,10072082688,34968956190,23622589290,17155448979,8265622336,27309246309,16813917701,11795240460,6180660297,22238046184,13273469111,9800036672,6223405193,20101204981,12146631284,8667778257,4944119478,20397726789,13174106680,9219273595,5640876321,24505616829,16437995882,12435746113,6601046455,25133425250,17444759574,11516141659,6174336990,18250917614,13389643393,9756854553,5215241654,13496613408,10396780855,7465581077,4411525126,9350484654,6514873558,4078094168,2159695304,7703381732,6036255749,4473544169,2162348548,7486629856,5481000933,3942176459,2492477628,7038393241,5696643919,4529210603,2435811286,6458673707,4768109527,3103212173,2224608871,6342813908,4275876199,2529394375,1598613437,6605120004,4565915972,3364134524,1951991028,5141233355,2807955367,5304665297,2753031823,3390482240,2483193733,3623382093,1539704608,2912487941,0
经营活动产生的现金流量净额,5505475102,14698327593,3943471635,1168132704,-1201790977,23112072041,16191322655,8365812629,7926569919,12317359035,3876870034,596647017.7,2398028544,9766175823,6093165398,3164691698,1843612667,11696760569,10562390294,4311242230,759516944.2,6691068450,5709770665,3116614507,1932422885,794565645.3,-753891432.7,-1826814406,-2201725479,1458910757,313978957.7,1497787082,1136711876,8749667084,6548229191,3947604599,1681643782,9533022924,6771939952,5409806170,2364903317,7703120285,4790789703,3138660151,2138624516,6054009663,4845240858,1883351626,1227477880,1972636551,1857136350,1196792213,1171946368,1665545944,2089846018,1599888082,1055798280,1336270367,1192408273,889923241.1,788427165.8,1252717668,807940999.4,713289532.7,410809880.2,821693394.3,845972023.5,673455379.8,959479476.4,1044659243,796479775.7,324143510.4,233531826.7,1053290718,513631576.4,1073187942,259841859.3,1294995783,527169463.7,898446895.7,436278873.3,359005459,0
二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收回投资所收到的现金,0,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0,107813538,76100000,67000000,0,0,0,0,0,0,0,0,0,13338250.2,13338250.2,13338250.2,0,10000000,10042500,10042500,10042500,0,2110860,1843200,623600,0,2274195,1951530,1191240,0,262407.36,0,0,0,0,0,0,603890,3309251.38,3238466.38,603890,51060619.4,6586928.17,5107374.35,100000,6680,0,0,0,1520850,1520850,1520850,1508200,4172322.31,27377971.17,26308143.78,6908625.85,16056985.48,18909490.82,0,1501401,4886949.13,0,0,0,0,0
取得投资收益所收到的现金,0,0,0,0,0,0,0,0,0,36240580.82,36000000,0,0,0,0,0,0,36000000,36000000,36000000,36000000,0,0,0,0,0,0,0,0,3732421.22,3732421.22,3732421.22,0,3403970.22,3403970.22,3336671.82,2890208.46,289920.28,285035.2,133008.76,9936.35,832123.57,676439.99,323694.87,126698.54,495807.44,32928.99,0,0,500000,500000,500000,0,3386562.46,2679736.08,2226385.59,665864.48,3350806.76,501493.36,160540,0,4714.13,3424.9,896,0,1034601.53,1034601.53,1034601.53,1026367.48,0,6642944.07,0,0,0,1511721.55,15284415.37,9916309.18,2373601.7,0,0,0,0,0
